OBJECTID,PLAN_NO,ZONE_LABEL,DESC_ENG,DESC_CHT,SPUSE_ENG,SPUSE_CHT,SHAPE_Leng,Shape__Area,Shape__Area_2,Shape__Length_2
8138,S/PSK/13,R(B)1,Residential (Group B) 1,住宅(乙類)1, , ,699.617411951,26039.857421875,26039.857421875,758.412490057329
8139,S/PSK/13,R(B)2,Residential (Group B) 2,住宅(乙類)2, , ,558.925075266,23425.619140625,23425.619140625,606.273368515017
8140,S/PSK/13,R(B)3,Residential (Group B) 3,住宅(乙類)3, , ,401.966261262,11816.779296875,11816.779296875,435.922387023134
8141,S/PSK/13,R(B)4,Residential (Group B) 4,住宅(乙類)4, , ,859.974270493,49188.2890625,49188.2890625,931.872719596167
8142,S/PSK/13,R(B)5,Residential (Group B) 5,住宅(乙類)5, , ,935.639720784,45337.732421875,45337.732421875,1013.83908142354
8143,S/PSK/13,R(B)6,Residential (Group B) 6,住宅(乙類)6, , ,1357.75581724,93993.09765625,93993.09765625,1471.47289118816
8144,S/PSK/13,MRDJ,Major Road and Junction,主要道路及路口, , ,8060.43287037,155808.96484375,155808.96484375,8739.58880840442
8145,S/SC/10,G/IC,"Government, Institution or Community",政府、機構或社區, , ,398.727144342,8346.142578125,8346.142578125,431.747012786734
8146,S/SC/10,G/IC,"Government, Institution or Community",政府、機構或社區, , ,513.331821819,13174.435546875,13174.435546875,556.866296484552
8147,S/SC/10,G/IC,"Government, Institution or Community",政府、機構或社區, , ,3200.80225872,113075.66015625,113075.66015625,3467.64196085208
8148,S/SC/10,G/IC,"Government, Institution or Community",政府、機構或社區, , ,814.899784991,18117.798828125,18117.798828125,882.227387135794
8149,S/SC/10,G/IC,"Government, Institution or Community",政府、機構或社區, , ,188.896584834,2719.861328125,2719.861328125,204.729918018945
8150,S/SC/10,I,Industrial,工業, , ,775.982142248,30012.703125,30012.703125,840.135519246515
8151,S/SC/10,I,Industrial,工業, , ,697.686283747,22124.248046875,22124.248046875,754.599800444567
8152,S/SC/10,OU,Other Specified Uses,其他指定用途,CONTAINER RELATED USES,與貨櫃有關用途,555.860439148,18428.375,18428.375,602.553944242511
8153,S/SC/10,OU,Other Specified Uses,其他指定用途,BOATYARDS AND MARINE-ORIENTED INDUSTRIAL USES,船廠及依靠海運之工業用途,1673.1486118,68981.099609375,68981.099609375,1812.13329293036
8154,S/SC/10,OU,Other Specified Uses,其他指定用途,PETROL FILLING STATION,加油站,182.328123406,2134.150390625,2134.150390625,197.552312578091
8155,S/SC/10,OU,Other Specified Uses,其他指定用途,CONTAINER RELATED USES AND UNDERGROUND SEWAGE TREATMENT WORKS WITH ANCILLARY ABOVE GROUND FACILITIES,與貨櫃有關用途及地下污水處理廠連附屬地面設施,1979.54520884,247265.5703125,247265.5703125,2144.96315273371
8156,S/SC/10,OU,Other Specified Uses,其他指定用途,CONTAINER TERMINAL,貨櫃碼頭,7514.13718418,1454156.8671875,1454156.8671875,8138.4879213679
8157,S/SC/10,OU,Other Specified Uses,其他指定用途,GOVERNMENT REFUSE TRANSFER STATION,政府垃圾轉運站,531.738374889,20397.439453125,20397.439453125,576.174362547032
8158,S/SC/10,OU,Other Specified Uses,其他指定用途,MILITARY USE,軍事用途,5706.16826042,920694.8828125,920694.8828125,6182.31830268874
8159,S/SC/10,OU,Other Specified Uses,其他指定用途,CONTAINER RELATED USES,與貨櫃有關用途,1905.48507528,164309.6875,164309.6875,2063.68807287252
8160,S/SC/10,OU,Other Specified Uses,其他指定用途,CONTAINER RELATED USES,與貨櫃有關用途,4467.8662378,351946.6328125,351946.6328125,4837.77459502104
8161,S/SC/10,OU,Other Specified Uses,其他指定用途,SEWAGE TREATMENT WORKS,污水處理廠,1805.19288798,159082.537109375,159082.537109375,1954.96133398734
8162,S/SC/10,MRDJ,Major Road and Junction,主要道路及路口, , ,12519.1435832,319962.82421875,319962.82421875,13560.6773817728
8163,S/SK-CWBN/6,MRDJ,Major Road and Junction,主要道路及路口, , ,27890.4131367,207055.427734375,207055.427734375,30229.1804039486
8164,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,255.218530429,3068.431640625,3068.431640625,276.415719512174
8165,S/SK-CWBN/6,G/IC(4),"Government, Institution or Community (4)",政府、機構或社區(4), , ,59.4844228304,207.052734375,207.052734375,64.5067105840175
8166,S/SK-CWBN/6,V,Village Type Development,鄉村式發展, , ,102.17872741,563.05859375,563.05859375,110.770462468191
8167,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,210.0773167,3120.884765625,3120.884765625,227.722680153646
8168,S/SK-CWBN/6,CPA,Coastal Protection Area,海岸保護區, , ,1927.66446737,24693.505859375,24693.505859375,2086.34845674699
8169,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,132.337425431,1351.615234375,1351.615234375,143.392025693477
8170,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,441.025428237,9350.263671875,9350.263671875,477.439860277861
8171,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,323.119746155,6113.44921875,6113.44921875,350.252207374117
8172,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,304.101938082,4110.986328125,4110.986328125,329.958824982358
8173,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,177.633780964,2388.486328125,2388.486328125,192.386851363177
8174,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,161.238117941,1878.634765625,1878.634765625,174.773674572639
8175,S/SK-CWBN/6,CA,Conservation Area,自然保育區, , ,1677.45754677,89184.0390625,89184.0390625,1817.4285177734
8176,S/SK-CWBN/6,G/IC(4),"Government, Institution or Community (4)",政府、機構或社區(4), , ,54.8552640678,216.146484375,216.146484375,59.4169266848422
8177,S/SK-CWBN/6,CPA,Coastal Protection Area,海岸保護區, , ,2051.46911254,36887.72265625,36887.72265625,2225.00990671733
8178,S/SK-CWBN/6,R(C)7,Residential (Group C) 7,住宅(丙類)7, , ,246.121189774,4417.2421875,4417.2421875,266.719677816696
8179,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,1680.40547973,30809.2578125,30809.2578125,1822.02589665949
8180,S/SK-CWBN/6,R(C)2,Residential (Group C) 2,住宅(丙類)2, , ,148.259720553,1709.142578125,1709.142578125,160.631101460592
8181,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,127.30236793,1108.61328125,1108.61328125,137.934199272588
8182,S/SK-CWBN/6,G/IC(4),"Government, Institution or Community (4)",政府、機構或社區(4), , ,73.2077488033,278.470703125,278.470703125,79.3512700270562
8183,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,465.996386366,6882.962890625,6882.962890625,504.834471679158
8184,S/SK-CWBN/6,G/IC(1),"Government, Institution or Community (1)",政府、機構或社區(1), , ,4353.44474312,669575.095703125,669575.095703125,4720.93211440393
8185,S/SK-CWBN/6,CA,Conservation Area,自然保育區, , ,4482.44260221,381308.236328125,381308.236328125,4857.48740411538
8186,S/SK-CWBN/6,C(1),Commercial (1),商業(1), , ,219.732263929,1017.498046875,1017.498046875,238.192630045911
8187,S/SK-CWBN/6,G/IC(1),"Government, Institution or Community (1)",政府、機構或社區(1), , ,393.794616175,9864.33203125,9864.33203125,426.994829571131
8188,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,483.330982132,6866.10546875,6866.10546875,523.900730749896
8189,S/SK-CWBN/6,R(C)7,Residential (Group C) 7,住宅(丙類)7, , ,208.405803659,2735.873046875,2735.873046875,225.568107128988
8190,S/SK-CWBN/6,G/IC(4),"Government, Institution or Community (4)",政府、機構或社區(4), , ,65.9303200525,230.703125,230.703125,71.5102795470048
8191,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,115.262719944,470.234375,470.234375,125.058381511648
8192,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,109.246421209,864.626953125,864.626953125,118.37016207957
8193,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,106.225968673,434.849609375,434.849609375,115.104235378245
8194,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,1084.47620294,22106.578125,22106.578125,1175.31842920133
8195,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,454.401194692,7254.67578125,7254.67578125,492.511918814955
8196,S/SK-CWBN/6,G/IC(5),"Government, Institution or Community (5)",政府、機構或社區(5), , ,596.851486999,11547.544921875,11547.544921875,647.067889343558
8197,S/SK-CWBN/6,O,Open Space,休憩用地, , ,191.164815193,1757.74609375,1757.74609375,207.235917756033
8198,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,139.731030172,1333.55078125,1333.55078125,151.491911256728
8199,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,225.699731901,3505.3359375,3505.3359375,244.376549416502
8200,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,197.669996337,2357.357421875,2357.357421875,214.100705043809
8201,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,1741.77971361,22417.71875,22417.71875,1887.99590162145
8202,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,260.833836595,3736.33984375,3736.33984375,282.248615962961
8203,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,784.105656301,6904.994140625,6904.994140625,849.571182185367
8204,S/SK-CWBN/6,R(C)6,Residential (Group C) 6,住宅(丙類)6, , ,142.433978913,1455.7109375,1455.7109375,154.283666130959
8205,S/SK-CWBN/6,V,Village Type Development,鄉村式發展, , ,1033.89423774,49222.26953125,49222.26953125,1120.86835737009
8206,S/SK-CWBN/6,G/IC(3),"Government, Institution or Community (3)",政府、機構或社區(3), , ,830.733545396,49482.984375,49482.984375,899.455657336236
8207,S/SK-CWBN/6,CA,Conservation Area,自然保育區, , ,1074.01398369,85701.603515625,85701.603515625,1162.81234921441
8208,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,375.187244067,3624.455078125,3624.455078125,406.866265626652
8209,S/SK-CWBN/6,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,33.3531033808,75.728515625,75.728515625,36.1689661129773
8210,S/SK-CWBN/6,R(C)6,Residential (Group C) 6,住宅(丙類)6, , ,212.797604765,3109.580078125,3109.580078125,230.565236602203
8211,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,107.242641767,827.826171875,827.826171875,116.216301502367
8212,S/SK-CWBN/6,CDA(1),Comprehensive Development Area (1),綜合發展區(1), , ,1645.42531729,78450.7734375,78450.7734375,1784.96524668839
8213,S/SK-CWBN/6,V,Village Type Development,鄉村式發展, , ,357.746992504,5464.9453125,5464.9453125,388.15052534586
8214,S/SK-CWBN/6,R(C)6,Residential (Group C) 6,住宅(丙類)6, , ,169.775772897,2113.248046875,2113.248046875,184.043008747883
8215,S/SK-CWBN/6,R(C)8,Residential (Group C) 8,住宅(丙類)8, , ,236.411691517,3652.099609375,3652.099609375,256.246205911204
8216,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,502.157236379,6456.328125,6456.328125,544.554581722158
8217,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,216.48247625,2879.26171875,2879.26171875,234.277328942073
8218,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,148.342050323,1644.978515625,1644.978515625,160.760242489229
8219,S/SK-CWBN/6,G/IC(4),"Government, Institution or Community (4)",政府、機構或社區(4), , ,98.419594825,641.328125,641.328125,106.698656129278
8220,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,272.693305925,3122.33984375,3122.33984375,295.535891541785
8221,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,305.811452091,6489.982421875,6489.982421875,331.541289060308
8222,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,295.955231475,3494.337890625,3494.337890625,320.294823111071
8223,S/SK-CWBN/6,G/IC(4),"Government, Institution or Community (4)",政府、機構或社區(4), , ,80.9379126445,452.5234375,452.5234375,87.76165278896
8224,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,329.733400957,6286.994140625,6286.994140625,357.239472007429
8225,S/SK-CWBN/6,O,Open Space,休憩用地, , ,167.29244298,2166.669921875,2166.669921875,181.361673073016
8226,S/SK-CWBN/6,G/IC(3),"Government, Institution or Community (3)",政府、機構或社區(3), , ,284.889091263,4184.033203125,4184.033203125,309.012913659207
8227,S/SK-CWBN/6,R(C)6,Residential (Group C) 6,住宅(丙類)6, , ,217.881710843,3257.2265625,3257.2265625,235.877939785306
8228,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,412.30596286,8130.798828125,8130.798828125,446.34730846732
8229,S/SK-CWBN/6,G/IC(2),"Government, Institution or Community (2)",政府、機構或社區(2), , ,188.044337109,2584.078125,2584.078125,203.77066184495
8230,S/SK-CWBN/6,R(C)6,Residential (Group C) 6,住宅(丙類)6, , ,295.184627516,5412.501953125,5412.501953125,319.838471416746
8231,S/SK-CWBN/6,G/IC(3),"Government, Institution or Community (3)",政府、機構或社區(3), , ,289.761509103,5034.54296875,5034.54296875,313.959955783648
8232,S/SK-CWBN/6,CA,Conservation Area,自然保育區, , ,2292.53844559,91806.220703125,91806.220703125,2484.40509921423
8233,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,169.356316787,2157.419921875,2157.419921875,183.547771065569
8234,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,127.408182084,1220.978515625,1220.978515625,138.013049608656
8235,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,366.843419924,6819.658203125,6819.658203125,397.79184896937
8236,S/SK-CWBN/6,G/IC(3),"Government, Institution or Community (3)",政府、機構或社區(3), , ,123.246136067,1110.1484375,1110.1484375,133.439881815224
8237,S/SK-CWBN/6,R(C)7,Residential (Group C) 7,住宅(丙類)7, , ,235.040585664,3430.015625,3430.015625,254.782038661922
8238,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,140.837518717,1672.87890625,1672.87890625,152.571105573353
8239,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,370.324872082,1265.853515625,1265.853515625,401.367851139174
8240,S/SK-CWBN/6,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,306.597290689,4508.158203125,4508.158203125,332.287953535817
8241,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,340.95910539,4907.080078125,4907.080078125,369.769306814328
8242,S/SK-CWBN/6,C(2),Commercial (2),商業(2), , ,174.478987531,2194.04296875,2194.04296875,189.103101638299
8243,S/SK-CWBN/6,G/IC(3),"Government, Institution or Community (3)",政府、機構或社區(3), , ,419.379810408,11515.541015625,11515.541015625,454.098965504734
8244,S/SK-CWBN/6,CA,Conservation Area,自然保育區, , ,464.303748396,9419.99609375,9419.99609375,503.256611708894
8245,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,898.614870334,4651.744140625,4651.744140625,973.783636009941
8246,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,2678.95559368,49813.220703125,49813.220703125,2903.28446248501
8247,S/SK-CWBN/6,R(C)7,Residential (Group C) 7,住宅(丙類)7, , ,164.661794968,1790.021484375,1790.021484375,178.573275145667
8248,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,64.9714454841,310.6953125,310.6953125,70.4279432944075
8249,S/SK-CWBN/6,CA,Conservation Area,自然保育區, , ,4911.20169432,483718.451171875,483718.451171875,5316.95367155526
8250,S/SK-CWBN/6,G/IC,"Government, Institution or Community",政府、機構或社區, , ,51.5319871124,136.5859375,136.5859375,55.8607879052546
8251,S/SK-CWBN/6,O,Open Space,休憩用地, , ,105.064079726,643.458984375,643.458984375,113.690539086411
8252,S/SK-CWBN/6,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,26.6551656332,50.623046875,50.623046875,28.8747722058833
8253,S/SK-CWBN/6,V,Village Type Development,鄉村式發展, , ,1036.69595416,59024.63671875,59024.63671875,1125.11501179667
8254,S/SK-CWBN/6,V,Village Type Development,鄉村式發展, , ,204.807205956,2950.376953125,2950.376953125,221.919298322674
8255,S/SK-CWBN/6,V,Village Type Development,鄉村式發展, , ,697.495424836,20407.986328125,20407.986328125,756.065192650998
8256,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,232.257958458,3356.3984375,3356.3984375,251.982998262632
8257,S/SK-CWBN/6,R(C)6,Residential (Group C) 6,住宅(丙類)6, , ,623.693329021,26824.27734375,26824.27734375,675.489416309122
8258,S/SK-CWBN/6,CA,Conservation Area,自然保育區, , ,2471.05047953,233224.666015625,233224.666015625,2677.69639785521
8259,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,163.354194946,1956.7890625,1956.7890625,177.005466960861
8260,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,121.33218652,1079.93359375,1079.93359375,131.463931173391
8261,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,308.779080674,2284.8515625,2284.8515625,334.848831867293
8262,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,213.327716174,2352.232421875,2352.232421875,230.954567108603
8263,S/SK-CWBN/6,CPA,Coastal Protection Area,海岸保護區, , ,6261.47854201,76516.759765625,76516.759765625,6784.58978145777
8264,S/SK-CWBN/6,R(C)9,Residential (Group C) 9,住宅(丙類)9, , ,1542.73784124,59989.849609375,59989.849609375,1670.47719752717
8265,S/SK-CWBN/6,R(C)6,Residential (Group C) 6,住宅(丙類)6, , ,181.641827732,2414.181640625,2414.181640625,196.832375861891
8266,S/SK-CWBN/6,O,Open Space,休憩用地, , ,439.972570123,2636.591796875,2636.591796875,476.666773965835
8267,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,3645.94389092,62118.814453125,62118.814453125,3952.944445812
8268,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,430.993515764,8200.541015625,8200.541015625,466.90050956153
8269,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,1447.57861053,52493.830078125,52493.830078125,1567.81878546521
8270,S/SK-CWBN/6,V,Village Type Development,鄉村式發展, , ,1293.11931764,61406.275390625,61406.275390625,1401.16859454278
8271,S/SK-CWBN/6,R(C)6,Residential (Group C) 6,住宅(丙類)6, , ,180.735176959,2186.244140625,2186.244140625,195.991321707453
8272,S/SK-CWBN/6,CP,Country Park,郊野公園, , ,3946.59461912,532108.173828125,532108.173828125,4276.90776787884
8273,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,397.670236214,10915.962890625,10915.962890625,430.834516387217
8274,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,122.730425114,1074.93359375,1074.93359375,132.986716440979
8275,S/SK-CWBN/6,R(C)10,Residential (Group C) 10,住宅(丙類)10, , ,186.21292412,1536.611328125,1536.611328125,201.887359901229
8276,S/SK-CWBN/6,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,34.147593779,69.470703125,69.470703125,36.9541575174305
8277,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,165.886066071,1830.873046875,1830.873046875,179.74481277608
8278,S/SK-CWBN/6,CA,Conservation Area,自然保育區, , ,1495.77981509,64052.4140625,64052.4140625,1621.93162653765
8279,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,453.035461057,9391.314453125,9391.314453125,491.061796452886
8280,S/SK-CWBN/6,OU,Other Specified Uses,其他指定用途,PETROL FILLING STATION,加油站,170.893764306,1851.80859375,1851.80859375,185.224507746071
8281,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,476.388939104,9091.2578125,9091.2578125,515.944008723697
8282,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,337.158030897,8828.06640625,8828.06640625,365.226734734145
8283,S/SK-CWBN/6,CA,Conservation Area,自然保育區, , ,1012.64905973,21909.5625,21909.5625,1098.24232984017
8284,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,110.231083301,807.1640625,807.1640625,119.535951472579
8285,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,966.058473286,10400.732421875,10400.732421875,1047.17955441975
8286,S/SK-CWBN/6,G/IC(4),"Government, Institution or Community (4)",政府、機構或社區(4), , ,100.780498461,605.333984375,605.333984375,109.096125854375
8287,S/SK-CWBN/6,G/IC(3),"Government, Institution or Community (3)",政府、機構或社區(3), , ,228.271043249,2498.462890625,2498.462890625,247.292403507387
8288,S/SK-CWBN/6,R(C)2,Residential (Group C) 2,住宅(丙類)2, , ,136.147488898,1356.01953125,1356.01953125,147.431700127548
8289,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,402.784982729,7494.400390625,7494.400390625,436.233092930741
8290,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,2856.14677277,75748.71875,75748.71875,3099.48620869348
8291,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,146.694252744,1583.744140625,1583.744140625,158.964177677111
8292,S/SK-CWBN/6,R(C)2,Residential (Group C) 2,住宅(丙類)2, , ,250.776563273,3126.0859375,3126.0859375,271.989459678408
8293,S/SK-CWBN/6,V,Village Type Development,鄉村式發展, , ,5064.27927862,177874.505859375,177874.505859375,5489.13152987692
8294,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,382.875666263,9606.65234375,9606.65234375,414.733046898055
8295,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,153.074400978,1186.603515625,1186.603515625,166.033765901417
8296,S/SK-CWBN/6,G/IC(3),"Government, Institution or Community (3)",政府、機構或社區(3), , ,144.351131432,1609.9296875,1609.9296875,156.46212164377
8297,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,129.466889363,558.833984375,558.833984375,140.491746754521
8298,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,154.198083754,716.513671875,716.513671875,166.999435721092
8299,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,133.517905777,1296.626953125,1296.626953125,144.645822028294
8300,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,276.453001523,5944.427734375,5944.427734375,299.537306556733
8301,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,670.970993137,24125.357421875,24125.357421875,726.484277062246
8302,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,129.63341826,558.826171875,558.826171875,140.514568973011
8303,S/SK-CWBN/6,O,Open Space,休憩用地, , ,254.206635986,4349.732421875,4349.732421875,275.672468905382
8304,S/SK-CWBN/6,R(C)7,Residential (Group C) 7,住宅(丙類)7, , ,196.281013427,2959.533203125,2959.533203125,212.552616929491
8305,S/SK-CWBN/6,V,Village Type Development,鄉村式發展, , ,57.2586859414,149.27734375,149.27734375,62.0686296711329
8306,S/SK-CWBN/6,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,169.105336285,1816.029296875,1816.029296875,183.428534191412
8307,S/SK-CWBN/6,G/IC(4),"Government, Institution or Community (4)",政府、機構或社區(4), , ,110.392837331,758.310546875,758.310546875,119.659264750217
8308,S/SK-CWBN/6,CPA,Coastal Protection Area,海岸保護區, , ,3855.10787403,89147.625,89147.625,4182.60710600752
8309,S/SK-CWBN/6,R(C)7,Residential (Group C) 7,住宅(丙類)7, , ,359.916985957,6297.771484375,6297.771484375,390.199563111542
8310,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,87.0591978463,287.365234375,287.365234375,94.4191251078655
8311,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,103.313990184,757.513671875,757.513671875,111.967376996943
8312,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,226.064689217,3487.615234375,3487.615234375,244.87056666988
8313,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,515.704101209,14781.9453125,14781.9453125,558.779079794098
8314,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,588.979172158,10612.4140625,10612.4140625,637.686704859348
8315,S/SK-CWBN/6,O,Open Space,休憩用地, , ,446.999347693,6423.505859375,6423.505859375,484.248605363541
8316,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,241.311524124,3123.912109375,3123.912109375,261.078076918009
8317,S/SK-CWBN/6,GB,Green Belt,綠化地帶, , ,263.613128543,1613.810546875,1613.810546875,285.82513083667
8318,S/SK-CWBN/6,G/IC(1),"Government, Institution or Community (1)",政府、機構或社區(1), , ,902.063884221,26390.439453125,26390.439453125,977.073765006458
8319,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,412.818650147,8107.560546875,8107.560546875,446.688203729261
8320,S/SK-CWBN/6,R(C)7,Residential (Group C) 7,住宅(丙類)7, , ,159.354213426,1829.009765625,1829.009765625,172.746199442961
8321,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,217.186617742,2785.8203125,2785.8203125,235.245884827148
8322,S/SK-CWBN/6,R(C)2,Residential (Group C) 2,住宅(丙類)2, , ,347.972181721,8073.248046875,8073.248046875,377.448515093901
8323,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,280.925864628,4412,4412,303.98373185112
8324,S/SK-CWBN/6,CA,Conservation Area,自然保育區, , ,6530.74090598,661930.4453125,661930.4453125,7075.44812910895
8325,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,144.078380199,1408.259765625,1408.259765625,156.116913160053
8326,S/SK-CWBN/6,R(C)1,Residential (Group C) 1,住宅(丙類)1, , ,189.380608282,2185.171875,2185.171875,205.215069295653
8327,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,196.132903939,2382.5234375,2382.5234375,212.551423913938
8328,S/SK-CWBN/6,R(C)4,Residential (Group C) 4,住宅(丙類)4, , ,193.105920318,2382.865234375,2382.865234375,209.38748149402
8329,S/SK-CWBN/6,V,Village Type Development,鄉村式發展, , ,3030.17085982,86481.251953125,86481.251953125,3283.08255513148
8330,S/SK-CWBN/6,R(C)6,Residential (Group C) 6,住宅(丙類)6, , ,340.798518752,6213.01953125,6213.01953125,368.924138472368
8331,S/SK-CWBN/6,G/IC(6),"Government, Institution or Community (6)",政府、機構或社區(6), , ,258.726868464,3456.4453125,3456.4453125,280.271665939076
8332,S/SK-CWBN/6,R(C)3,Residential (Group C) 3,住宅(丙類)3, , ,160.576936383,1684.150390625,1684.150390625,173.869720320444
8333,S/SK-CWBN/6,CA,Conservation Area,自然保育區, , ,5637.73749724,406741.05078125,406741.05078125,6110.31493816288
8334,S/SK-CWBN/6,CDA(2),Comprehensive Development Area (2),綜合發展區(2), , ,1225.74731093,92185.1171875,92185.1171875,1328.8470837304
8335,S/SK-CWBN/6,CPA,Coastal Protection Area,海岸保護區, , ,1670.17349131,36165.525390625,36165.525390625,1808.09258678851
8336,S/SK-CWBN/6,R(C)6,Residential (Group C) 6,住宅(丙類)6, , ,122.010429407,1009.671875,1009.671875,132.160059884196
8337,S/SK-CWBN/6,R(C)5,Residential (Group C) 5,住宅(丙類)5, , ,293.778319499,6082.44921875,6082.44921875,318.255489830095
